word,frequency
शिवकृत,1
शिवकोणके,1
शिवक्रिअय,1
शिवक्रिया,1
शिवक्षेत्रवासादि,1
शिवक्षेत्रशिवागारसमीपे,1
शिवचिन्तया,1
शिवच्छाया,1
शिवतत्व,1
शिवतत्वकमिति,1
शिवतत्वपदानुगाम्,1
शिवतत्वपर्यन्ता,1
शिवतत्वमेवं,1
शिवतत्वस्य,1
शिवतत्वादधस्तान,1
शिवतत्वादवस्तेषां,1
शिवतत्वाद्भिव्यक्ति,1
शिवतत्वाधिपाय,1
शिवतत्वाय,1
शिवतत्वावधि,1
शिवतत्वेति,1
शिवतनुवर्णतपटले,1
शिवतपः,1
शिवतेजसा,1
शिवत्वप्राप्ति,1
शिवत्वभुक्तिदानात्,1
शिवत्वमन्नादि,1
शिवत्वस्य,1
शिवत्वाधस्तन,1
शिवत्वाभिव्यक्तिः,1
शिवत्वाभिव्यक्तिमपि,1
शिवत्वाभिव्यक्तिरिति,1
शिवत्वाभिव्यर्त्युपफ्तैः,1
शिवत्वे,1
शिवदर्मिणीती,1
शिवदीक्षा,1
शिवदृष्टं,1
शिवधर्मः,1
शिवधर्मणी,1
शिवधर्मफलश्रियः,1
शिवधर्मात्मकं,1
शिवधर्मिणीति,1
शिवधर्मिणो,1
शिवधर्मिण्यणोर्मूलं,1
शिवधर्मित्व,1
शिवधर्मे,1
शिवधर्मेषु,1
शिवध्यानतत्पराय,1
शिवध्यानमुत्तरोत्तरमभ्यसेत्,1
शिवनेरी,1
शिवनैवेद्यं,1
शिवपदगं,1
शिवपदप्राप्ति,1
शिवपदप्राप्तौ,1
शिवपदयोगः,1
शिवपदे,1
शिवपदैश्वर्य,1
शिवपुत्रः,1
शिवपूजापरो,1
शिवपूजाफलं,1
शिवपूजाया,1
शिवप्पनायकस्य,1
शिवप्रणीतत्वात्,1
शिवप्रतिपातकम्,1
शिवप्रतिमास्वपि,1
शिवप्रदक्षिणं,1
शिवप्रदक्षिणात्सर्वं,1
शिवप्रसादलाभार्थं,1
शिवप्रसादात्कर्माद्यं,1
शिवप्रसादार्थं,1
शिवप्रसादेन,1
शिवप्रान्तं,1
शिवप्रेरणेन,1
शिवभक्तानां,1
शिवभक्तिर्दृढाऽस्तु,1
शिवभक्तिविवर्धनम्,1
शिवभक्तेषु,1
शिवभक्तो,1
शिवभेदपटलं,1
शिवमतसिद्धान्तवेदिनाचार्येण,1
शिवमनुध्यात्वा,1
शिवमन्त्रं,1
शिवमन्त्रजपः,1
शिवमन्त्रस्य,1
शिवमन्त्रेण,1
शिवमहोदयेन,1
शिवमायार्पितद्वन्द्वं,1
शिवमायार्पितद्वन्द्वो,1
शिवमायासमर्पितम्,1
शिवमाहात्म्यमेव,1
शिवमिच्छन्मनुष्याणां,1
शिवमुद्दिश्य,1
शिवमूर्तिविशेषत्वात्,1
शिवमेव,1
शिवमेवं,1
शिवम्,1
शिवयुते,1
शिवयोगिनः,1
शिवयोरपि,1
शिवरात्रिकृते,1
शिवरूप,1
शिवरूपं,1
शिवरूपा,1
शिवरूपाचार्य,1
शिवलिङ्गप्रतिष्ठायां,1
शिवलिङ्गमाहात्म्यं,1
शिवलिङ्‌गं,1
शिवलिङ्‌गमहिमावर्णनं,1
शिवलोके,1
शिववदज्ञत्वं,1
शिववदनावृतः,1
शिववदेव,1
शिववीक्षितं,1
शिववेस्थितमिति,1
शिवव्रतैकनिष्ठस्य,1
शिवशक्तिमनीषान्तं,1
शिवशक्तिरधिष्ठितम्,1
शिवशक्त्या,1
शिवशङ्करपबुंहित,1
शिवशत्यैव,1
शिवशास्त्र,1
शिवशास्त्रश्रवणमपि,1
शिवशास्त्रश्रवणाधिकारा,1
शिवशास्त्रस्योपदेश,1
शिवशास्त्राभ्या,1
शिवशास्त्रोक्त,1
शिवशिष्यं,1
शिवसंस्कार,1
शिवसंस्कारयुक्तस्य,1
शिवसद्भावपटले,1
शिवसान्निध्यमित्येतत्क्रियादीनां,1
शिवसायुज्यमायुधाद्यैः,1
शिवसासन,1
शिवसेना,1
शिवस्तथा,1
शिवस्तश्चत्,1
शिवस्तात,1
शिवस्तुतिः,1
शिवस्थले,1
शिवस्मृतः,1
शिवस्यपरमात्मनः,1
शिवस्याज्ञां,1
शिवस्यातिप्रियं,1
शिवस्यानादिमुक्तत्वेन,1
शिवस्यानुग्रह,1
शिवस्यानुग्रहाच्छक्तिनिपाता,1
शिवस्यानुग्रहाद्दीक्षा,1
शिवस्यानुग्रहो,1
शिवस्यान्ते,1
शिवस्यामूर्तत्वादेवज्ञानक्रिये,1
शिवस्याऽपि,1
शिवस्यैव,1
शिवस्योक्ताक्षराणां,1
शिवस्वरूपमित्येवं,1
शिवस्सोऽग्निस्सर्वस्सर्वकृत्,1
शिवस्स्मृतः,1
शिवहस्तालम्भनसाद्या,1
शिवां,1
शिवाख्य,1
शिवाख्यानि,1
शिवागमचतुष्पादसिद्धान्ततत्वपरिज्ञानमपि,1
शिवागमरहस्य,1
शिवाग्निना,1
शिवाग्निरिति,1
शिवाचारो,1
शिवाचार्यैः,1
शिवाजी,1
शिवात्,1
शिवात्मकं,1
शिवात्मकम्,1
शिवात्मिकाम्,1
शिवात्मैक्य,1
शिवात्मैक्यानु,1
शिवादिकारणत्व,1
शिवादिमन्त्रेण,1
शिवाद्,1
शिवाधिष्ठितं,1
शिवाध्वरैरिति,1
शिवानुग्रहकरणं,1
शिवानुग्रहविषयः,1
शिवानुग्रहस्य,1
शिवानुग्रहाख्ये,1
शिवाम्भसा,1
शिवायेति,1
शिवार्चनं,1
शिवार्चनाय,1
शिवालयम्,1
शिवालिङ्गस्य,1
शिवाश्रमीति,1
शिवास्त्रयः,1
शिवास्त्राग्रं,1
शिवेतराणि,1
शिवेतिद्यक्षरं,1
शिवेदिभ्यक्षरं,1
शिवेनानन्तादिद्वारेण,1
शिवेनाऽनधिष्ठितस्य,1
शिवेन्दुकिरणाहतमिति,1
शिवेरिता,1
शिवेरितेति,1
शिवैकगम्यत्वादिति,1
शिवैकपरमो,1
शिवैश्वर्यं,1
शिवोक्तमेन,1
शिवोच्छिष्टजलमन्नादि,1
शिवोद्देशकृतं,1
शिवोद्देशकृतो,1
शिवोपि,1
शिवोभिन्नं,1
शिव्,1
शिशाति,1
शिशिरात्यये,1
शिशिरौषधरसचूर्णावकीर्णस्फटिकशुक्तिशङ्खसञ्चये,1
शिशि॑रः,1
शिशुं॑,1
शिशुः॑,1
शिशुकेन्द्रीकृतं,1
शिशुपालपौण्ड्रसाल्वादयो,1
शिशु॒रिन्द्र॒स्यैक॑चत्वारि,1
शिशू,1
शिशोः,1
शिश्ना,1
शिश्रिया॒णस्ततो॑,1
शिष्टहेतोस्थूलधियामपीतिः,1
शिष्टाचारं,1
शिष्टेष्टालोकधर्मीणी,1
शिष्य,1
शिष्यःपुत्र,1
शिष्यजनानां,1
शिष्यमूर्धादि,1
शिष्यवत्ते,1
शिष्यसंयोजनार्थ,1
शिष्यसूत्रं,1
शिष्याः,1
शिष्यादेः,1
शिष्यान्,1
शिष्यायितं,1
शिष्येण,1
शिष्यैस्तु,1
शिष्योनुग्रहणमर्हति,1
शि॑शी॒ताति॑थिम्,1
शि॒वस्त्व॑ष्टरि॒हा,1
शि॒वाभि॒र्न,1
शि॒वो,1
शी,1
शीक्षां,1
शीघ्रचारि,1
शीघ्राद्या,1
शीघ्रैश्,1
शीघ्रोनिधीशश्च,1
शीघ्रोलखुर्वायुवेगः,1
शीत,1
शीतं,1
शीतकः,1
शीतज्वरो,1
शीतामुष्णां,1
शीतेना,1
शीतोष्णवातवर्षेषु,1
शीतोष्णौ,1
शीलमये,1
शुकघ्रामद्धपङ्कजे,1
शुकनासा,1
शुकस्तान्प्रत्युवाचाथ,1
शुक्तिं,1
शुक्त्याभाः,1
शुक्रान्तान्,1
शुक्राभिषेचनात्,1
शुक्राय,1
शुक्रो,1
शुक्लकर्मणः,1
शुक्लकृष्णान्यतरा,1
शुक्लकृष्णे,1
शुक्लधातुमहः,1
शुक्लपक्षं,1
शुक्लपक्षादौ,1
शुक्लपक्षे,1
शुक्लमेव,1
शुक्लयजुः,1
शुक्लरक्तपीतकृष्णाद्यनेकविधम्,1
शुक्लवासा॑,1
शुक्लशोणितात्मकदेहारम्भकभूतसद्भाव,1
शुक्लादि,1
शुक्लाद्यनेकधा,1
शुचं॒,1
शुचार्पिताः,1
शुचि,1
शुचिपा॒,1
शुचिर्नामाग्निरुद्भूतः,1
शुचि॑जिह्वो,1
शुचि॑भ्राजा,1
शुचीदयन्दीधितिमुक्थशासः,1
शुचीनां,1
शुच॑यश्चरन्ति,1
शुद्ध,1
शुद्धचिद्घने,1
शुद्धदेहश्च,1
शुद्धप्रणवमन्त्रकम्,1
शुद्धबुद्धे,1
शुद्धभक्तत्वम्,1
शुद्धभावनया,1
शुद्धयात्म,1
शुद्धरूपमपि,1
शुद्धलोचनाः,1
शुद्धवत्मनि,1
शुद्धवर्त्मनि,1
शुद्धविद्या,1
शुद्धविद्यातत्वमादिः,1
शुद्धविद्यातत्वाय,1
शुद्धविद्यादिशक्त्यन्ते,1
शुद्धविद्यान्तगो,1
शुद्धविद्यायां,1
शुद्धसत्त्वाः,1
शुद्धसूतं,1
शुद्धस्फटिकलिङ्‌गं,1
शुद्धस्योच्चारणे,1
शुद्धा,1
शुद्धाध्वबुभुक्षायां,1
शुद्धान्नभुक्सदा,1
शुद्धाशुद्धस्वरूपे,1
शुद्धाशुद्धात्मके,1
शुद्धाशुद्धाध्वबुभुक्षोराह,1
शुद्धाशुद्धारूपाध्वनि,1
शुद्धि,1
शुद्धिकामो,1
शुद्धिदम्,1
शुद्धिदा,1
शुद्धिमवाप्स्यसि,1
शुद्धिरूपा,1
शुद्धिर्ज्ञाता,1
शुद्धिर्भवेन्मह्यं,1
शुद्धिश्च,1
शुद्धेन,1
शुद्धेऽध्वनि,1
शुद्धो,1
शुद्धौ,1
शुद्यर्थदीक्षैषा,1
शुद्राम्लपनसो,1
शुध्यति,1
शुना॒मग्र,1
शुना॒सीरा॑य,1
शुनीक्षीरेण,1
शुने,1
शुप्ता॒वजु॑ह्वत,1
शुभं,1
शुभकाननम्,1
शुभशब्देनात्रोपस्थेन्द्रियव्यापारं,1
शुभस्पती,1
शुभाँल्लोकाननुत्तमान्,1
शुभाङ्गदं,1
शुभाचाराः,1
शुभादिषु,1
शुभानने,1
शुभान्,1
शुभारम्भः,1
शुभाशुभफलारम्भे,1
शुभाशुभे,1
शुभेच्छकान्,1
शुशुभे,1
शुश्राव,1
शुश्रूषमाणाय,1
शुश्रूषा,1
शुश्रूषाजीविनः,1
शुश्रू॒षेण्या,1
शुष्कः,1
शुष्मा॑य॒,1
शुष्मा॒यायु॑षे॒,1
शुष्मिन्नव॒या,1
शुष्म॑,1
शुष्यति,1
शुष्यदृशनपङ्क्तिप्रसृतधूसरदीधितितरङ्गिर्णां,1
शुष्यन्तम्,1
शुष्यमाणम्,1
शु॑चि॒षत्,1
शु॑चि॒षद्वसु॑रन्तरिख्ष॒,1
शु॑ष्कदृ॒तिर्दख्षि॑णा,1
शु॒काव॑ता,1
शु॒क्र,1
शु॒क्रः,1
शु॒क्रज्यो॑तिश्च,1
शु॒क्रव॑न्ति,1
शु॒क्रस्य॒,1
शु॒क्रा,1
शु॒क्राथ्स्वाहा॑कृत॒मिन्द्रा॑य॒,1
शु॒क्रासु॑,1
शु॒क्रेणोत्पु॑नामि,1
शु॒क्लकृ॑ष्णौ,1
शु॒क्लम्,1
शु॒चे॒,1
शु॒ण्ठो,1
शु॒भ॒स्प॒ती॒,1
शु॒मन्ति॑,1
शु॒र्वेदिः॑,1
शूद्रस्ताभ्यो,1
शूद्रहत्या,1
शूद्राणां,1
शूद्राणामपि,1
शूद्रान्न,1
शूद्रे,1
शूनमुलूक,1
शून्यतां,1
शून्यधर्मा,1
शून्यम्,1
शून्याधारे,1
शून्येषु,1
शून्यो,1
शूर,1
शूरा,1
शूरो॑,1
शूलपाणिं,1
शूलपाणिर्महान्कृष्ण,1
शूलभृत्,1
शूलमुद्यम्य,1
शूलाग्राश्वर्थ,1
शूलाच्छूलसहस्राणि,1
शूलाद्यात्मना,1
शूष॒,1
शृङ्गमेतत्त्रिधाभूतं,1
शृङ्गारसंस्थितानां,1
शृणातूष्णिहाः,1
शृणुतादरात्,1
शृणुध्वं,1
शृणुयात्,1
शृणुष्वान्यद्धनञ्जय,1
शृणोति॒,1
शृणोतु,1
शृण्वंश्च,1
शृतं,1
शृतंक॒र्तार॑मु॒त,1
शृतं॒कृत्याथा॒न्यत्रा॑वभृ॒थम॒वैत्या॑यु॒र्दा,1
शृ॑णोतु,1
शृ॑तास॒श्च,1
शृ॒णोतु॑,1
शृ॒णोत्य॒लक,1
शृ॒तास॒,1
शेकुमिव,1
शेकुर्दानवाः,1
शेवधिपा,1
शेषकूर्माद्या,1
शेषताहेतू,1
शेषत्वं,1
शेषत्वस्य,1
शेषपूरणं,1
शेषमिव,1
शेषवर्तिनी,1
शेषाणि,1
शेषात्मिपोपहा,1
शेषास्तेष्वन्तर्भवन्ति,1
शे॒षु,1
शै,1
शैक्यायसानि,1
शैक्षिकविभागेन,1
शैक्षिकाध्यक्षेण,1
शैघ्र्यम्,1
शैथिल्यहाय,1
शैनेयमच्युतम्,1
शैलं,1
शैलसम्पातं,1
शैली,1
शैलेयकं,1
शैलोत्सङ्गगभीराय,1
शैव,1
शैवं,1
शैवमन्त्र,1
शैवमुक्तानां,1
शैवशास्त्रस्याप्यप्रामाण्यशङ्काकलङ्कितत्वं,1
शैवशिवधर्मिणी,1
शैवानिति,1
शैवे,1
शैव्यायाश्चरित्रं,1
शैशि॑रीः,1
शोकसन्तप्ता,1
शोकसन्तप्तौ,1
शोकाधिक्यज्ञापनार्थ,1
शोकार्त्तः,1
शोकार्त्तानां,1
शोकेन,1
शोको,1
शोचति,1
शोचनीयताया,1
शोचनीयास्ति,1
शोधकार्याणि,1
शोधन,1
शोधनाय,1
शोधनार्थं,1
शोधनार्थमन्त्रर्भाव्यम्,1
शोधनीयाः,1
शोधयितु,1
शोधयेत्,1
शोध्यत्वादन्तर्भावः,1
शोध्यत्वेन,1
शोध्यत्वेनोपयोगाच्चयेतेषामेव,1
शोध्यन्ते,1
शोध्यात्वात्,1
शोफाः,1
शोभनं,1
शोभनः,1
शोभनसन्निवेशवतीं,1
शोभमानं,1
शोभितं,1
शोष,1
शोषयति,1
शोषिणाम्,1
शो॒चय॑न्ती॒र्नाम॒,1
शो॒भायै॑,1
शौ,1
शौक्रे,1
शौक्ल्यगुणग्रहणादृतेऽपि,1
शौक्ल्यगुणग्रहणाभावेऽपि,1
शौचने,1
शौचसापेक्षः,1
शौचाचमनादीन्,1
शौचाध्ययनव्रतनियमगुर्वनलशुश्रूषणाद्यौप,1
शौनकोक्तेः,1
शौर्य,1
शौर्यक्रौर्यादीनामरतिमान्द्यादीनां,1
श्घ्स्,1
श्चतु॒रुच्य॑ते,1
श्चत्वारि॒,1
श्चरा॑मसि,1
श्चाक॑र्णा,1
श्चार्धमा॒साश्च॑,1
श्चा॒ग्नेः,1
श्चिकि॒तुषे॑,1
श्चिताग्निना,1
श्चिद॒भिश॑स्त्या॒,1
श्चुत्वस्यासिद्धत्वाज्जशत्वेन,1
श्चुत्वेन,1
श्चै॒व,1
श्च्यवते॒,1
श्च्यौ॒त्नो,1
श्च॑,1
श्नथिष्टम्,1
श्नुशविकरणयो,1
श्मशान,1
श्मशानेषु,1
श्मीरिकनाम्ना,1
श्यामयो,1
श्यामवर्ण,1
श्यामां,1
श्यामायमानया,1
श्यामा॒कं,1
श्यामोरुकं,1
श्यायां,1
श्यावाश्व॒स्याऽवर्ति॑कामस्य,1
श्या॑मा॒कं,1
श्या॒माः,1
श्येनो,1
श्ये॒नो,1
श्ये॒नो॑,1
श्योनाकश्,1
श्रद्द॒ध्यात्,1
श्रद्धत्थ,1
श्रद्धयान्विताः,1
श्रद्धादयः,1
श्रद्धामेधे,1
श्रद्धेयमासीत्,1
श्रमोपलक्षणमर्थः,1
श्रयत,1
श्रयति,1
श्ररणाश्चेति,1
श्रवकयानिकं,1
श्रवण,1
श्रवणपथगता,1
श्रवणम्,1
श्रवणाकाशस्यैव,1
श्रवणादिभ्यां,1
श्रवणावुभौ,1
श्रवणे,1
श्रवणेन,1
श्रवणेन्द्रियत्वप्रसङ्गतया,1
श्रवनं,1
श्रवयतं,1
श्रवा,1
श्रवो॑,1
श्रव्यमाध्यमेन,1
श्रव॑णं॒,1
श्रव॑णम्पितृ॒णां,1
श्रव॒णाय॑,1
श्रव॒णो,1
श्राद्धकर्म,1
श्राद्धकृते,1
श्राद्धेऽपि,1
श्रान्तकरणम्,1
श्राय॒न्तीयं॑,1
श्रावकत्वे,1
श्रावकफलाभिसमयपरिपृच्छानिर्देशैः,1
श्रावकभूमिं,1
श्रावकभूमिर्,1
श्रावणीक्षुपः,1
श्रावय,1
श्रावयेद्,1
श्राविता,1
श्रा॑वयेदे॒षा,1
श्रा॑वय॒तीति॒,1
श्रिताः,1
श्रितातीतपतितगतात्यस्तप्राप्तापन्नैः,1
श्रितादिप्रकृतिकैः,1
श्रियं,1
श्रियं॒,1
श्रियः,1
श्रियमश्नुते,1
श्रियम्,1
श्रिये,1
श्रि॑ताः,1
श्रीउद्योतकारोऽपराभिधानः,1
श्रीकं,1
श्रीकण्ठश्च,1
श्रीकण्ठस्तस्यैव,1
श्रीकण्ठस्य,1
श्रीकण्ठाय,1
श्रीकण्ठाष्टमं,1
श्रीकल्पकविनायकम्,1
श्रीकालोक्तरे,1
श्रीकृष्णभट्टाचार्यस्य,1
श्रीकृष्णस्तोत्रम्,1
श्रीकृष्णस्य,1
श्रीकृष्णागमनं,1
श्रीकृष्णार्पणमस्तु,1
श्रीकृष्णास्यं,1
श्रीकृष्णेन,1
श्रीखण्डश्च,1
श्रीगरुडमहापुराणम्,1
श्रीगारुडे,1
श्रीगौरीशङ्कराभ्यां,1
श्रीगौरीशङ्करार्पणमस्तु,1
श्रीजवाहरलालनहरुमहोदयस्य,1
श्रीजवाहरलालनेहरुः,1
श्रीजवाहरलालनेहरुमहोदयस्य,1
श्रीजिनदत्तसूरिपादैरुक्तम्,1
श्रीजिनदत्तस्रेर्मूलविद्या,1
श्रीजैनशासनसमुन्नतिलब्धविश्वविश्वम्भरावलयविश्रुतकीर्तिपूरः,1
श्रीडॉक्टस्टैनूसाहिबराजतर,1
श्रीणीषे,1
श्रीदिङ्नागो,1
श्रीदेवीपुराणे,1
श्रीधरं,1
श्रीधृक्,1
श्रीनन्दीदेवनायकः,1
श्रीनागार्जुनस्य,1
श्रीनारदाद्यैः,1
श्रीनारायण,1
श्रीनृसिंह,1
श्रीपतितीर्थपूज्यपादानां,1
श्रीबीजं,1
श्रीब्रह्मरूपायै,1
श्रीभगवाञ्,1
श्रीभागवतादौ,1
श्रीभारत्यै,1
श्रीभारद्वाजो,1
श्रीभास्करं,1
श्रीमतां,1
श्रीमते,1
श्रीमत्कालोत्तरे,1
श्रीमत्खेटकनन्दनेन,1
श्रीमत्परमहंसपरिव्राजकाचार्यसर्वतन्त्रस्वतन्त्रश्रीव्यासतीर्थमुनिवर्यपौत्र,1
श्रीमत्पराख्यादौ,1
श्रीमत्सर्वज्ञानोत्तरे,1
श्रीमत्स्वायम्भुवादौ,1
श्रीमदध्यात्मरामायणे,1
श्रीमदाचार्याभिनवगुप्तकृतं,1
श्रीमदृग्भाष्यटीकाविवृतौ,1
श्रीमद्रारवे,1
श्रीमद्रौरवतन्त्रोपलक्षितसिद्धान्तशास्त्रे,1
श्रीमद्रौरवादौ,1
श्रीमद्रौरवे,1
श्रीमद्वरुणपद्धत्या,1
श्रीमद्व्याघ्रपुरवासिनी,1
श्रीमन्तः,1
श्रीमन्नन्दिकेश्वर,1
श्रीमन्मतङ्गवृत्त्यादावाचार्यैः,1
श्रीमन्मृगेन्द्रवृत्तिदीपिकायाम्,1
श्रीमम्मृगेन्द्रे,1
श्रीमहामारिकास्तोत्रं,1
श्रीमात्स्ये,1
श्रीमान्,1
श्रीमृगेन्द्रे,1
श्रीरामचन्द्रं,1
श्रीरामचन्द्रभिक्षुणा,1
श्रीरामचन्द्रेऽखिललोकसारे,1
श्रीरामसुसदन,1
श्रीरामायणे,1
श्रीरामार्णवसङ्गता,1
श्रीर्यौवनं,1
श्रीलङ्क,1
श्रीलङ्कायाः,1
श्रीवत्सेनविरचितम्,1
श्रीविश्वेशतीर्थश्रीपादः,1
श्रीशङ्कराचार्याः,1
श्रीशिवमहापुराणम्,1
श्रीशुक,1
श्रीशैलोकल्पेशाम्रादि,1
श्रीशैवे,1
श्रीश्रीमहाशयः,1
श्रीसनातनगोस्वामिना,1
श्रीस्कन्दपुराणे,1
श्रीहनुमते,1
श्रीहरिकोट्टा,1
श्री॒णी॒ष॒,1
श्रुतं,1
श्रुतयः,1
श्रुतयश्च,1
श्रुतयो,1
श्रुतवति,1
श्रुतानि,1
श्रुतान्यस्माभिरादरात्,1
श्रुतावपां,1
श्रुतिं,1
श्रुतिद्वैधं,1
श्रुतिबलेनातिव्याप्तिरसंभवश्चेति,1
श्रुतिमयैर्गुणैः,1
श्रुतिमातरम्,1
श्रुतिमुदाहरति,1
श्रुतिमेधाकरं,1
श्रुतिरेषा,1
श्रुतिर्जीवनित्यत्वे,1
श्रुतिविरोधे,1
श्रुतिस्त्वक्,1
श्रुतिस्मृत्याचारैरनवगते,1
श्रुतीयस्य,1
श्रुतेरणौ,1
श्रुतेरिति,1
श्रुतो,1
श्रुतौ,1
श्रुत्यादीति,1
श्रुत॒सद॑सि,1
श्रु॒तं,1
श्रु॒ष्टी,1
श्रूयतां,1
श्रूयमाणमर्थसिद्धत्वादाचार्येणाऽनुपात्तम्,1
श्रृणु,1
श्रृणुत,1
श्रृण्वन्ति,1
श्रेण्यां,1
श्रेयः॒,1
श्रेयांस्तत्र,1
श्रेयो,1
श्रेयोः,1
श्रेय॑सः॒,1
श्रेष्ठः,1
श्रेष्ठे,1
श्रेष्ठो॒,1
श्रैष्ठ्यात्,1
श्रैष्ठ्य॒,1
श्रोतआपत्तिफले,1
श्रोतामतो,1
श्रोतुं,1
श्रोतृतत्वाय,1
श्रोतृत्वाधिपाय,1
श्रोत्र,1
श्रोत्रं,1
श्रोत्रपेयम्,1
श्रोत्रम्,1
श्रोत्रसुधां,1
श्रोत्रा,1
श्रोत्रादीनां,1
श्रोत्रादीनामसाधारणवृत्तयः,1
श्रोत्रादेरेकस्मादेव,1
श्रोत्राधिपत्वमस्य,1
श्रोत्राभ्या,1
श्रोत्रा॑या॒त्मने,1
श्रोत्रे,1
श्रोत्रेण,1
श्रोत्र॒पा,1
श्रोत्र॒पाः,1
श्रोष्यसि,1
श्रौतग्रन्थाः,1
श्रौषटिति,1
श्र॑व॒स्यन्नव॒सोप॑,1
श्र॒व॒स्यवो॑,1
श्लक्ष्णचूर्णीकृतानि,1
श्लष्णोर्ध्वगं,1
श्लाघह्नुङ्स्थाशपां,1
श्लीपदं,1
श्लेष्मविसर्पः,1
श्लोकः,1
श्लोकतात्पर्योक्तिग्रहः,1
श्लोकाः,1
श्लोकानामुपद्देशरूपत्वादेव,1
श्लोकान्दावेव,1
श्लोकाभ्यामित्यर्थः,1
श्लोकावतारिकायामित्यर्थः,1
श्लोका॑य॒,1
श्लोक्येति,1
श्लोेकाभ्याम्,1
श्वकर्म॒णमेक॑कपालम्,1
श्वकर्म॒णानि॑,1
श्वतेद्द्वीपं,1
श्वदे॒वा,1
श्वमेक॒योज॑नम्,1
श्वयथुमान्,1
श्वयथुर्भ्रमश्च,1
श्ववल्लडितमेव,1
श्वशुरं,1
श्वशुरस्य,1
श्वशुरस्‍योकाराकारलोपश्‍च,1
श्वश्रूः,1
श्वसखा,1
श्वसनं,1
श्वसिते,1
श्वादिभिर्दूषितानां,1
श्वान॒राः,1
श्वान॒राश्च॑त्वारि॒,1
श्वापदैर्घोररूपिभिः,1
श्वापयो,1
श्वा॒,1
श्वेतं,1
श्वेतकेतूद्दालकाख्यायिकाया,1
श्वेतनखनयनवदनत्वङ्मूत्रवर्चस्त्वं,1
श्वेतपाण्डुभिरनुबध्यते,1
श्वेतार्द्रकर्पटार्पितकर्पूरपरागशीतलीकृतशलाके,1
श्वेताश्वतरः,1
श्वेताश्वतरशाखानां,1
श्वेताश्वतरोपनिषत्,1
श्वेतोथ,1
श्वेत॑सिकद्रु॒कः,1
श्वे॑तकु॒क्षम्,1
श्वे॒त,1
श्वे॒तव॑त्सायै,1
श्वे॒तव॑त्सा॒,1
श्वे॒ता,1
श्वे॒तायै,1
श्वो,1
श्व॒रो,1
श॑का,1
श॑री॒राण्य॑कल्पयन्न्,1
श॑श्च,1
श॑श्च॒,1
श॒,1
श॒ग्मया॑,1
श॒ग्मां,1
श॒त,1
श॒तदा॑यमु॒क्थ्यम्,1
श॒तद्वा॒ट्टार॑गम॒न्ता,1
श॒तप॑द्भिः॒,1
श॒तमिन्नु,1
श॒तश॑श्चै॒व,1
श॒बल॒,1
श॒मये॒दार्ति॒मार्च्छे॒द्यज॑मानो,1
श॒म्भूर्म॑यो॒भूः,1
श॒रदः॑,1
श॒रद्य॑त्रोप॒दृश्य॑ते,1
श॒स्त्रन्दु॑हा॒न्द्वावि,1
श॒स्त्रम्,1
श॒स्त्रम॒स्यूर्ज॒म्मह्य,1
श॒स्यत॑,1
श‍ृणुयात्स,1
श‍ृण्वन्ति,1
षचसमवाय,1
षट्कलम्,1
षट्कसमन्वितम्,1
षट्काण्यादयः,1
षट्क॑पालं॒,1
षट्त्रिंश,1
षट्त्रिंशत्तत्वाधिपेभ्यो,1
षट्त्रिंशत्तत्वानि,1
षट्पञ्चाशत्,1
षट्पलं,1
षट्पुराधिपतीनां,1
षट्प॑दी,1
षट्प॒दानि॑,1
षट्सहस्रकालोत्तरे,1
षडक्षरेण,1
षडङ्कस्तथा,1
षडङ्गानि,1
षडङ्गान्युदितानि,1
षडध्वनाममन्त्रादिनामुद्देशः,1
षडध्वर्णं,1
षडध्वव्यापिनीं,1
षडध्वानाम्,1
षडध्वानोपि,1
षडष्टानि,1
षडह,1
षडु॑द्य॒मा,1
षड्बिन्दुमात्रेण,1
षड्भिः,1
षड्वर्णं,1
षड्वा,1
षड्विध,1
षड्विधः,1
षड््वि,1
षड॑श्वैः,1
षण,1
षणिः,1
षणी॒धृतः॒,1
षणे,1
षण्डाख्यमेवं,1
षण्णां,1
षण्मासात्,1
षण्मासेभ्यः,1
षण्मुखेति,1
षद्द्यु॒मन्नमः॑,1
षन्ते॒,1
षभा॒मिन्द्रो॑,1
षम्ब॑रश्चै॒व,1
षय॒न्तून्न॑म्भय,1
षष्टिवारं,1
षष्टिवारन्न,1
षष्टिश्च,1
षष्टेनैवाष्टमेन,1
षष्ठं,1
षष्ठान्नकालभोजी,1
षष्ठान्नकालभोज्यस्य,1
षष्ठ्या,1
षष्ठ्यां,1
ष़ड्भिरष्टाभिरपि,1
षाभिर्द॑दता॒,1
षाभ्य॑,1
षामेव,1
षाष्टिकं,1
षाष्टि॑कौ,1
षा॒,1
षि,1
षिच्यते॒,1
षिभिः,1
षि॑मस्य,1
षि॑ष्ठमू॒तये॑,1
षीनुप॑,1
षी॑दतु,1
षु॑को,1
षु॑णुया॒द्यदा,1
षु॑णोति॒,1
षू,1
षेदनुपरि॒हार,1
षे॒याः,1
षैलेष्,1
षोडशकीर्तिताः,1
षोडशसप्तदशाविदितौ,1
षोडशानामृचां,1
षोडशैरुपचारकैः,1
षोडशैरुपचारैश्च,1
षोड॑श,1
षोढा,1
ष्टा,1
ष्टानिधवग्,1
ष्टोभत,1
ष्ट्र॒भृतो॒,1
ष्ट्र॒भृत॒,1
